what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1350670654108
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1350670654108
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1350670654108
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1350670654108
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1350670654108
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1350670654108
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1350670654108
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1350670654108
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1350670654108
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1350670654108
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1350670654108
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1350670654108
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1350670654108
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1350670654108
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1350670654108
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1350670654108
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1350670654108
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1350670654108
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1350670654108
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1350670654108
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1350670654108
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1350670654108
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1350670654108
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1350670654123
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1350670654123
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1350670654123
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1350670654123
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1350670654123
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1350670654123
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1350670654123
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1350670654123
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1350670654123
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1350670654123
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1350670654123
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1350670654123
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1350670654123
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1350670654123
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1350670654139
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1350670654139
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1350670654139
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1350670654139
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1350670654139
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1350670654139
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1350670654139
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1350670654139
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1350670654139
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1350670654139
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1350670654139
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1350670654139
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1350670654139
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1350670654139
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1350670654139
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1350670654139
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1350670654139
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1350670654139
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1350670654139
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1350670654139
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1350670654139
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1350670654139
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1350670654139
started,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1350670654154
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1350670654154
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1350670654154
started,bundle,org.eclipse.mylyn.commons.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.core",1350670654154
started,bundle,org.eclipse.mylyn.commons.net,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.net",1350670654154
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.core",1350670654154
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.feed",1350670654154
started,bundle,org.eclipse.mylyn.commons.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.ui",1350670654154
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.workbench",1350670654154
started,bundle,org.eclipse.mylyn.context.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.core",1350670654154
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.tasks.ui",1350670654154
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.monitor.ui",1350670654154
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui",1350670654154
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1350670654154
started,bundle,org.jboss.ide.eclipse.as.core,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.core",1350670654154
started,bundle,org.jboss.ide.eclipse.as.ui,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.ui",1350670654154
started,bundle,org.jboss.tools.central,1.0.0.v20120605-0123-H98-CR1,"org.jboss.tools.central",1350670654154
started,bundle,org.jboss.tools.common,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common",1350670654154
started,bundle,org.jboss.tools.common.model,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common.model",1350670654154
started,bundle,org.jboss.tools.common.validation,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common.validation",1350670654154
started,bundle,org.jboss.tools.forge.core,1.0.0.v20120604-2024-H92-CR1,"org.jboss.tools.forge.core",1350670654154
started,bundle,org.jboss.tools.forge.ui,1.0.0.v20120604-2024-H92-CR1,"org.jboss.tools.forge.ui",1350670654170
started,bundle,org.jboss.tools.maven.sourcelookup.core,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.sourcelookup.core",1350670654170
started,bundle,org.jboss.tools.maven.sourcelookup.ui,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.sourcelookup.ui",1350670654170
started,bundle,org.jboss.tools.project.examples,1.2.1.v20120605-0038-H105-CR1,"org.jboss.tools.project.examples",1350670654170
started,bundle,org.jboss.tools.runtime.core,1.3.0.v20120605-0014-H104-CR1,"org.jboss.tools.runtime.core",1350670654170
started,bundle,org.jboss.tools.runtime.ui,1.3.0.v20120605-0014-H104-CR1,"org.jboss.tools.runtime.ui",1350670654170
started,bundle,org.jboss.tools.seam.core,3.3.0.v20120604-2231-H127-CR1,"org.jboss.tools.seam.core",1350670654170
started,bundle,org.jboss.tools.seam.ui,3.3.0.v20120604-2231-H127-CR1,"org.jboss.tools.seam.ui",1350670654170
started,bundle,org.jboss.tools.usage,1.1.0.v20120604-2011-H67-CR1,"org.jboss.tools.usage",1350670654170
started,bundle,com.collabnet.subversion.merge,3.0.8,"com.collabnet.subversion.merge",1350670654170
started,bundle,org.tigris.subversion.clientadapter,1.8.3,"org.tigris.subversion.clientadapter",1350670654170
started,bundle,org.tigris.subversion.subclipse.core,1.8.11,"org.tigris.subversion.subclipse.core",1350670654170
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1350670654170
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1350670654170
started,bundle,org.tigris.subversion.subclipse.ui,1.8.11,"org.tigris.subversion.subclipse.ui",1350670654170
started,bundle,net.sf.eclipsecs.core,5.5.0.201111092104,"net.sf.eclipsecs.core",1350670654170
started,bundle,net.sf.eclipsecs.ui,5.5.0.201111092104,"net.sf.eclipsecs.ui",1350670654170
started,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1350670654170
started,bundle,com.android.ide.eclipse.base,20.0.3.v201208082019-427395,"com.android.ide.eclipse.base",1350670654170
started,bundle,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms",1350670654170
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1350670654170
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1350670654170
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1350670654170
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1350670654170
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1350670654170
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1350670654170
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1350670654170
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1350670654170
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1350670654170
started,bundle,org.eclipse.emf.common,2.8.0.v20120911-0500,"org.eclipse.emf.common",1350670654170
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120917-0436,"org.eclipse.emf.common.ui",1350670654170
started,bundle,org.eclipse.emf.ecore,2.8.1.v20120911-0500,"org.eclipse.emf.ecore",1350670654170
started,bundle,org.eclipse.emf.ecore.xmi,2.8.0.v20120911-0500,"org.eclipse.emf.ecore.xmi",1350670654170
started,bundle,org.eclipse.emf.edit,2.8.0.v20120917-0436,"org.eclipse.emf.edit",1350670654170
started,bundle,org.eclipse.emf.edit.ui,2.8.0.v20120917-0436,"org.eclipse.emf.edit.ui",1350670654170
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.300.v201111030424,"org.eclipse.wst.common.project.facet.core",1350670654170
os,sysinfo,,,"win32",1350670654170
arch,sysinfo,,,"x86_64",1350670654170
ws,sysinfo,,,"win32",1350670654170
locale,sysinfo,,,"fr_FR",1350670654170
processors,sysinfo,,,"4",1350670654170
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1350670654170
java.runtime.version,sysinfo,,,"1.6.0_33-b03",1350670654170
java.specification.name,sysinfo,,,"Java Platform API Specification",1350670654170
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1350670654170
java.specification.version,sysinfo,,,"1.6",1350670654170
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1350670654170
java.version,sysinfo,,,"1.6.0_33",1350670654170
java.vm.info,sysinfo,,,"mixed mode",1350670654170
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1350670654170
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1350670654170
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1350670654170
java.vm.specification.version,sysinfo,,,"1.0",1350670654170
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1350670654170
java.vm.version,sysinfo,,,"20.8-b03",1350670654170
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1350670654186
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1350670657004
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1350670657006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350670658652
started,bundle,com.android.ide.eclipse.traceview,20.0.3.v201208082019-427395,"com.android.ide.eclipse.traceview",1350670661908
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1350670663465
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1350670663478
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1350670663485
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1350670663504
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1350670663506
opened,editor,org.jboss.tools.central,1.0.0.v20120605-0123-H98-CR1,"org.jboss.tools.central.editors.JBossCentralEditor",1350670663565
activated,editor,org.jboss.tools.central,1.0.0.v20120605-0123-H98-CR1,"org.jboss.tools.central.editors.JBossCentralEditor",1350670663629
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350670663716
error,log,,,"download.jboss.org",1350670663722
error,log,,,"download.jboss.org",1350670663782
error,log,,,"download.jboss.org",1350670663839
error,log,,,"download.jboss.org",1350670663902
error,log,,,"download.jboss.org",1350670663956
error,log,,,"download.jboss.org",1350670663999
error,log,,,"download.jboss.org",1350670664041
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1350670664051
error,log,,,"download.jboss.org",1350670664082
error,log,,,"planet.jboss.org",1350670664271
error,log,,,"planet.jboss.org",1350670664286
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350670665508
activated,editor,org.jboss.tools.central,1.0.0.v20120605-0123-H98-CR1,"org.jboss.tools.central.editors.JBossCentralEditor",1350670666899
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350670666926
closed,editor,org.jboss.tools.central,1.0.0.v20120605-0123-H98-CR1,"org.jboss.tools.central.editors.JBossCentralEditor",1350670666926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350670683969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350670696277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1350670696293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350670697120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350670698265
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350670698324
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1350670698803
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1350670698804
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1350670698805
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1350670698806
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1350670698807
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1350670698807
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1350670698808
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1350670698808
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1350670698809
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1350670698809
stopped,bundle,org.jboss.tools.ws.creation.ui,1.2.2.v20120605-1934-H134-CR1,"org.jboss.tools.ws.creation.ui",1350670698810
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1350670698811
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1350670698811
stopped,bundle,org.jboss.tools.ws.ui,1.2.2.v20120605-1934-H134-CR1,"org.jboss.tools.ws.ui",1350670698811
stopped,bundle,org.jboss.tools.ws.creation.core,1.2.2.v20120605-1934-H134-CR1,"org.jboss.tools.ws.creation.core",1350670698812
stopped,bundle,org.jboss.tools.ws.core,1.2.2.v20120605-1934-H134-CR1,"org.jboss.tools.ws.core",1350670698812
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1350670698813
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1350670698814
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1350670698815
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1350670698816
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1350670698817
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1350670698817
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1350670698818
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1350670698818
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1350670698819
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1350670698821
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1350670698822
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1350670698823
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1350670698824
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1350670698825
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1350670698827
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1350670698828
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1350670698828
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1350670698829
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1350670698830
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1350670698830
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.100.v201104031139,"org.eclipse.jst.ws.jaxws.core",1350670698831
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1350670698831
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1350670698831
stopped,bundle,org.eclipse.mylyn.commons.xmlrpc,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.xmlrpc",1350670698832
stopped,bundle,org.eclipse.datatools.enablement.oda.ws.ui,1.2.3.v201112061438,"org.eclipse.datatools.enablement.oda.ws.ui",1350670698833
stopped,bundle,org.eclipse.datatools.enablement.oda.ws,1.2.3.v201112061438,"org.eclipse.datatools.enablement.oda.ws",1350670698834
stopped,bundle,org.eclipse.wst.wsdl,1.2.202.v201108230355,"org.eclipse.wst.wsdl",1350670698835
stopped,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1350670698836
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1350670698836
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1350670698837
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1350670698838
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.100.v201105030025,"org.eclipse.wst.xml.xpath.ui",1350670698839
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1350670698846
stopped,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.launching",1350670698847
stopped,bundle,org.eclipse.wst.xsl.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.launching",1350670698848
stopped,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1350670698849
